Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age
7.1,Low Fat,Fruits and Vegetables,172.108,Medium,Tier 3,Supermarket Type2,2250.404,14
16.6,Low Fat,Hard Drinks,170.6422,Small,Tier 2,Supermarket Type1,1379.5376,19
6.03,Low Fat,Dairy,175.1028,Medium,Tier 1,Supermarket Type1,1593.9252,24
6.11,Regular,Fruits and Vegetables,128.4968,Small,Tier 2,Supermarket Type1,1435.4648,19
6.59,Low Fat,Fruits and Vegetables,83.4908,Small,Tier 1,Supermarket Type1,1342.2528,26
11.6,Regular,Frozen Foods,79.9276,Small,Tier 1,Supermarket Type1,1137.1864,26
6.15,Low Fat,Baking Goods,99.3384,Small,Tier 1,Supermarket Type1,2364.9216,26
13.85,Regular,Meat,119.4124,Medium,Tier 3,Supermarket Type2,2251.7356,14
13.5,Low Fat,Health and Hygiene,33.3874,Medium,Tier 1,Supermarket Type1,282.2992,24
13.5,Low Fat,Soft Drinks,187.0872,Medium,Tier 3,Supermarket Type2,3214.4824,14
19.6,Low Fat,Dairy,48.5718,Medium,Tier 3,Supermarket Type2,425.4462,14
5.88,Low Fat,Frozen Foods,154.2998,Small,Tier 1,Supermarket Type1,1999.3974,26
6.71,Low Fat,Breads,218.9166,High,Tier 3,Supermarket Type1,2394.8826,36
6.57,Low Fat,Household,191.482,Small,Tier 1,Supermarket Type1,5020.132,26
15.1,Regular,Frozen Foods,128.831,Medium,Tier 3,Supermarket Type2,1817.634,14
17.6,Low Fat,Household,182.5976,Medium,Tier 3,Supermarket Type2,1629.8784,14
19.1,Low Fat,Fruits and Vegetables,233.1958,Small,Tier 1,Supermarket Type1,5141.3076,26
14.5,Regular,Snack Foods,159.4262,Small,Tier 1,Supermarket Type1,2705.1454,26
14.3,Regular,Fruits and Vegetables,89.8856,Small,Tier 1,Supermarket Type1,966.7416,26
15.5,Regular,Baking Goods,262.8568,Small,Tier 1,Supermarket Type1,5800.4496,26
8.6,Regular,Canned,190.153,Small,Tier 2,Supermarket Type1,3036.048,19
6.175,Regular,Meat,94.1752,Medium,Tier 1,Supermarket Type1,575.2512,24
5.94,Regular,Breads,188.0556,Medium,Tier 3,Supermarket Type2,938.778,14
19.85,Low Fat,Household,49.5376,Small,Tier 1,Supermarket Type1,1006.6896,26
7.67,Low Fat,Household,33.1216,Small,Tier 1,Supermarket Type1,727.0536,26
7.5,Low Fat,Canned,122.2072,Small,Tier 1,Supermarket Type1,1960.1152,26
6.365,Low Fat,Frozen Foods,62.8536,Small,Tier 1,Supermarket Type1,796.2968,26
15.5,Low Fat,Baking Goods,106.7938,High,Tier 3,Supermarket Type1,3215.814,36
10.5,Regular,Breads,161.1578,High,Tier 3,Supermarket Type1,1765.0358,36
18.1,Low Fat,Fruits and Vegetables,96.0094,Small,Tier 1,Supermarket Type1,1808.9786,26
18.5,Low Fat,Meat,88.9172,Medium,Tier 3,Supermarket Type2,1695.1268,14
17.85,Low Fat,Breads,93.8436,Small,Tier 2,Supermarket Type1,1418.154,19
16.5,Low Fat,Health and Hygiene,38.7506,High,Tier 3,Supermarket Type1,759.012,36
17.75,Low Fat,Seafood,35.1216,Medium,Tier 3,Supermarket Type2,415.4592,14
20.85,Low Fat,Frozen Foods,192.7478,High,Tier 3,Supermarket Type1,3099.9648,36
15.35,Low Fat,Soft Drinks,91.812,Small,Tier 1,Supermarket Type1,1771.028,26
16.85,Low Fat,Snack Foods,144.976,High,Tier 3,Supermarket Type1,2783.044,36
10.195,Low Fat,Breads,31.9558,High,Tier 3,Supermarket Type1,373.5138,36
15.6,Low Fat,Baking Goods,112.3544,High,Tier 3,Supermarket Type1,2572.6512,36
7.725,Low Fat,Canned,249.5092,Medium,Tier 3,Supermarket Type2,2241.0828,14
7.27,Regular,Canned,90.2488,Medium,Tier 3,Supermarket Type2,814.9392,14
18.7,Low Fat,Soft Drinks,52.2324,Small,Tier 2,Supermarket Type1,467.3916,19
8.21,Low Fat,Hard Drinks,149.9392,Medium,Tier 1,Supermarket Type1,1938.8096,24
13.15,Low Fat,Soft Drinks,142.4812,Small,Tier 2,Supermarket Type1,2422.1804,19
13.65,Regular,Snack Foods,57.6588,High,Tier 3,Supermarket Type1,343.5528,36
17.7,Low Fat,Dairy,180.6292,Small,Tier 2,Supermarket Type1,3101.2964,19
11.8,Low Fat,Fruits and Vegetables,46.8402,High,Tier 3,Supermarket Type1,413.4618,36
6.365,Low Fat,Frozen Foods,60.1536,Medium,Tier 1,Supermarket Type1,490.0288,24
8.785,Low Fat,Fruits and Vegetables,119.9414,Small,Tier 1,Supermarket Type1,1462.0968,26
15.35,Low Fat,Others,141.147,Medium,Tier 1,Supermarket Type1,2719.793,24
7.475,Low Fat,Household,153.9656,Medium,Tier 3,Supermarket Type2,2625.9152,14
19.7,Regular,Meat,104.599,Medium,Tier 3,Supermarket Type2,309.597,14
6.69,Regular,Meat,175.137,Small,Tier 2,Supermarket Type1,1235.059,19
18.0,Low Fat,Health and Hygiene,128.6994,Medium,Tier 3,Supermarket Type2,2441.4886,14
9.8,Low Fat,Soft Drinks,45.106,Medium,Tier 1,Supermarket Type1,1398.18,24
5.465,Regular,Baking Goods,129.1626,Small,Tier 1,Supermarket Type1,3672.5528,26
15.35,Low Fat,Soft Drinks,197.3768,High,Tier 3,Supermarket Type1,3350.3056,36
8.235,Low Fat,Baking Goods,146.5076,Medium,Tier 3,Supermarket Type2,1625.8836,14
19.85,Low Fat,Dairy,265.1884,High,Tier 3,Supermarket Type1,5034.7796,36
14.85,Regular,Snack Foods,158.263,Medium,Tier 1,Supermarket Type1,2659.871,24
9.3,Low Fat,Snack Foods,106.7964,Small,Tier 2,Supermarket Type1,841.5712,19
8.235,Low Fat,Baking Goods,147.6076,High,Tier 3,Supermarket Type1,3103.9596,36
20.7,Low Fat,Household,73.9354,Small,Tier 1,Supermarket Type1,677.1186,26
16.7,Low Fat,Household,248.4776,Medium,Tier 3,Supermarket Type2,6439.6176,14
8.6,Low Fat,Health and Hygiene,141.2154,Medium,Tier 1,Supermarket Type1,709.077,24
5.8,Low Fat,Dairy,89.7172,Medium,Tier 3,Supermarket Type2,1605.9096,14
5.765,Low Fat,Baking Goods,37.5164,Small,Tier 1,Supermarket Type1,656.4788,26
11.35,Low Fat,Snack Foods,51.5008,Medium,Tier 3,Supermarket Type2,607.2096,14
15.85,Low Fat,Canned,96.4094,Small,Tier 2,Supermarket Type1,1237.7222,19
15.85,Low Fat,Snack Foods,55.8956,Medium,Tier 3,Supermarket Type2,491.3604,14
11.8,Regular,Canned,39.6138,Small,Tier 1,Supermarket Type1,365.5242,26
5.78,Regular,Snack Foods,264.9568,High,Tier 3,Supermarket Type1,6855.0768,36
20.6,Low Fat,Household,74.4696,Medium,Tier 3,Supermarket Type2,223.7088,14
11.5,Low Fat,Fruits and Vegetables,189.253,Medium,Tier 1,Supermarket Type1,1328.271,24
9.3,Low Fat,Frozen Foods,183.9292,Medium,Tier 1,Supermarket Type1,3283.7256,24
15.1,Regular,Fruits and Vegetables,221.8456,Small,Tier 1,Supermarket Type1,663.1368,26
7.075,Low Fat,Dairy,145.8128,High,Tier 3,Supermarket Type1,1725.7536,36
15.7,Low Fat,Baking Goods,249.6724,High,Tier 3,Supermarket Type1,6543.4824,36
5.175,Regular,Snack Foods,107.7622,Medium,Tier 3,Supermarket Type2,2011.3818,14
6.55,Low Fat,Breads,102.9332,High,Tier 3,Supermarket Type1,1845.5976,36
14.8,Low Fat,Health and Hygiene,193.7794,Medium,Tier 3,Supermarket Type2,2926.191,14
9.695,Regular,Canned,175.137,Medium,Tier 3,Supermarket Type2,3705.177,14
11.8,Low Fat,Soft Drinks,185.3924,Medium,Tier 3,Supermarket Type2,370.1848,14
17.25,Low Fat,Dairy,93.412,Medium,Tier 1,Supermarket Type1,932.12,24
11.1,Low Fat,Snack Foods,174.2054,Small,Tier 1,Supermarket Type1,1926.1594,26
13.1,Regular,Fruits and Vegetables,178.8318,High,Tier 3,Supermarket Type1,3969.4996,36
17.75,Regular,Fruits and Vegetables,142.4838,Small,Tier 2,Supermarket Type1,1264.3542,19
5.095,Regular,Snack Foods,140.3838,High,Tier 3,Supermarket Type1,1826.2894,36
17.75,Regular,Dairy,240.5538,Medium,Tier 1,Supermarket Type1,3845.6608,24
16.5,Regular,Fruits and Vegetables,100.6332,Small,Tier 2,Supermarket Type1,1537.998,19
13.1,Low Fat,Others,188.853,Small,Tier 2,Supermarket Type1,3225.801,19
6.85,Low Fat,Frozen Foods,261.2594,Small,Tier 1,Supermarket Type1,2878.2534,26
15.6,Regular,Dairy,62.4194,Medium,Tier 3,Supermarket Type2,804.9522,14
12.15,Low Fat,Frozen Foods,254.7698,Medium,Tier 1,Supermarket Type1,5073.396,24
17.0,Low Fat,Frozen Foods,249.7434,Medium,Tier 1,Supermarket Type1,4221.8378,24
5.86,Regular,Meat,155.1314,Medium,Tier 1,Supermarket Type1,1551.314,24
6.15,Low Fat,Baking Goods,97.3384,Medium,Tier 1,Supermarket Type1,886.8456,24
13.0,Regular,Snack Foods,65.7484,High,Tier 3,Supermarket Type1,391.4904,36
17.35,Low Fat,Others,79.2618,Medium,Tier 3,Supermarket Type2,966.7416,14
16.2,Low Fat,Canned,100.47,Medium,Tier 1,Supermarket Type1,1597.92,24
8.67,Low Fat,Soft Drinks,142.9128,Small,Tier 1,Supermarket Type1,2013.3792,26
12.6,Regular,Dairy,255.6356,Small,Tier 1,Supermarket Type1,2797.6916,26
10.195,Low Fat,Hard Drinks,111.686,Medium,Tier 1,Supermarket Type1,2263.72,24
16.75,Regular,Canned,103.7674,Small,Tier 2,Supermarket Type1,2852.2872,19
10.695,Low Fat,Frozen Foods,59.6904,Small,Tier 1,Supermarket Type1,937.4464,26
13.5,Regular,Snack Foods,78.796,Medium,Tier 3,Supermarket Type2,239.688,14
19.35,Regular,Meat,169.0816,High,Tier 3,Supermarket Type1,3523.4136,36
15.1,Low Fat,Meat,242.9512,High,Tier 3,Supermarket Type1,4847.024,36
5.46,Regular,Fruits and Vegetables,144.2786,Small,Tier 2,Supermarket Type1,288.9572,19
16.0,Regular,Baking Goods,181.4634,Small,Tier 1,Supermarket Type1,1090.5804,26
12.15,Low Fat,Frozen Foods,254.7698,Small,Tier 2,Supermarket Type1,5834.4054,19
9.8,Low Fat,Baking Goods,102.4016,High,Tier 3,Supermarket Type1,1720.4272,36
13.0,Low Fat,Household,44.906,Medium,Tier 1,Supermarket Type1,652.484,24
18.7,Low Fat,Snack Foods,254.7672,Small,Tier 1,Supermarket Type1,5113.344,26
9.695,Low Fat,Health and Hygiene,158.2604,Small,Tier 2,Supermarket Type1,2693.8268,19
15.0,Low Fat,Snack Foods,229.9694,High,Tier 3,Supermarket Type1,4339.0186,36
8.3,Regular,Baking Goods,98.5384,Medium,Tier 3,Supermarket Type2,1872.2296,14
16.2,Low Fat,Soft Drinks,156.4972,Small,Tier 1,Supermarket Type1,1090.5804,26
6.465,Low Fat,Canned,263.1884,Medium,Tier 3,Supermarket Type2,2914.8724,14
16.35,Low Fat,Fruits and Vegetables,50.1324,Medium,Tier 3,Supermarket Type2,467.3916,14
10.3,Regular,Baking Goods,172.0422,Medium,Tier 1,Supermarket Type1,3966.1706,24
10.8,Low Fat,Fruits and Vegetables,245.9144,High,Tier 3,Supermarket Type1,4655.2736,36
16.1,Regular,Frozen Foods,32.8558,High,Tier 3,Supermarket Type1,339.558,36
14.3,Low Fat,Frozen Foods,77.6302,Small,Tier 1,Supermarket Type1,950.7624,26
17.85,Low Fat,Breads,196.0794,Medium,Tier 3,Supermarket Type2,1755.7146,14
12.85,Low Fat,Starchy Foods,254.704,Small,Tier 2,Supermarket Type1,2530.04,19
5.32,Low Fat,Health and Hygiene,100.6674,Small,Tier 2,Supermarket Type1,2648.5524,19
15.6,Regular,Snack Foods,170.6132,High,Tier 3,Supermarket Type1,6595.4148,36
6.8,Low Fat,Baking Goods,49.6034,Medium,Tier 1,Supermarket Type1,972.068,24
7.285,Low Fat,Household,174.3054,High,Tier 3,Supermarket Type1,4377.635,36
12.35,Low Fat,Canned,58.9246,Medium,Tier 3,Supermarket Type2,926.7936,14
8.18,Regular,Frozen Foods,56.9588,Medium,Tier 1,Supermarket Type1,744.3644,24
11.395,Low Fat,Health and Hygiene,149.1708,Small,Tier 2,Supermarket Type1,2708.4744,19
19.6,Low Fat,Snack Foods,166.1526,Small,Tier 1,Supermarket Type1,2960.1468,26
20.7,Low Fat,Fruits and Vegetables,37.5506,Small,Tier 2,Supermarket Type1,113.8518,19
18.6,Low Fat,Breakfast,99.9358,Small,Tier 1,Supermarket Type1,201.0716,26
20.6,Low Fat,Household,74.8696,High,Tier 3,Supermarket Type1,223.7088,36
18.0,Low Fat,Frozen Foods,118.5124,Small,Tier 1,Supermarket Type1,1303.6364,26
9.5,Low Fat,Hard Drinks,189.0872,Small,Tier 2,Supermarket Type1,3970.8312,19
20.25,Low Fat,Household,245.046,Medium,Tier 3,Supermarket Type2,4680.574,14
15.0,Low Fat,Starchy Foods,107.3938,Medium,Tier 1,Supermarket Type1,750.3566,24
7.21,Regular,Snack Foods,102.6332,Small,Tier 2,Supermarket Type1,2153.1972,19
16.5,Regular,Fruits and Vegetables,101.4332,High,Tier 3,Supermarket Type1,1948.1308,36
9.3,Low Fat,Canned,143.3786,High,Tier 3,Supermarket Type1,3034.0506,36
13.0,Regular,Soft Drinks,173.6054,High,Tier 3,Supermarket Type1,1751.054,36
10.395,Low Fat,Snack Foods,59.022,Medium,Tier 3,Supermarket Type2,1378.206,14
12.6,Low Fat,Health and Hygiene,122.3414,Small,Tier 1,Supermarket Type1,243.6828,26
9.1,Low Fat,Household,114.4518,Small,Tier 1,Supermarket Type1,1593.9252,26
9.1,Low Fat,Household,47.2718,Small,Tier 2,Supermarket Type1,850.8924,19
6.055,Low Fat,Fruits and Vegetables,160.892,Small,Tier 1,Supermarket Type1,2396.88,26
20.2,Low Fat,Household,94.1462,Small,Tier 1,Supermarket Type1,832.9158,26
16.0,Regular,Dairy,78.4986,Medium,Tier 3,Supermarket Type2,1791.6678,14
16.1,Regular,Fruits and Vegetables,97.341,Medium,Tier 1,Supermarket Type1,1255.033,24
5.82,Regular,Fruits and Vegetables,256.633,Medium,Tier 1,Supermarket Type1,2050.664,24
17.35,Low Fat,Others,78.7618,Small,Tier 1,Supermarket Type1,1288.9888,26
17.7,Regular,Meat,101.5674,Medium,Tier 3,Supermarket Type2,1629.8784,14
15.1,Regular,Meat,133.7942,High,Tier 3,Supermarket Type1,2384.8956,36
6.675,Low Fat,Household,33.3874,Small,Tier 1,Supermarket Type1,1235.059,26
20.35,Regular,Dairy,256.7672,Medium,Tier 3,Supermarket Type2,5624.6784,14
5.82,Regular,Fruits and Vegetables,257.633,High,Tier 3,Supermarket Type1,1537.998,36
5.82,Regular,Fruits and Vegetables,257.633,Small,Tier 2,Supermarket Type1,4613.994,19
16.7,Regular,Baking Goods,97.6384,Small,Tier 2,Supermarket Type1,2857.6136,19
18.7,Low Fat,Health and Hygiene,151.9682,High,Tier 3,Supermarket Type1,3354.3004,36
6.03,Low Fat,Dairy,178.1028,High,Tier 3,Supermarket Type1,4604.6728,36
5.175,Low Fat,Health and Hygiene,37.0874,Small,Tier 2,Supermarket Type1,423.4488,19
11.8,Low Fat,Health and Hygiene,117.2492,Small,Tier 2,Supermarket Type1,2432.8332,19
9.695,Regular,Frozen Foods,244.6144,Medium,Tier 1,Supermarket Type1,3185.1872,24
11.65,Low Fat,Fruits and Vegetables,188.224,Medium,Tier 1,Supermarket Type1,1304.968,24
18.7,Low Fat,Fruits and Vegetables,110.7886,Small,Tier 1,Supermarket Type1,1334.2632,26
16.7,Regular,Fruits and Vegetables,182.1976,Small,Tier 2,Supermarket Type1,724.3904,19
20.0,Regular,Canned,107.4622,Small,Tier 1,Supermarket Type1,3705.177,26
17.0,Regular,Snack Foods,228.8352,Medium,Tier 1,Supermarket Type1,4351.6688,24
11.0,Low Fat,Health and Hygiene,101.9358,High,Tier 3,Supermarket Type1,1105.8938,36
15.0,Low Fat,Health and Hygiene,140.3838,High,Tier 3,Supermarket Type1,2528.7084,36
15.1,Low Fat,Baking Goods,159.2604,Small,Tier 1,Supermarket Type1,2852.2872,26
20.7,Regular,Fruits and Vegetables,123.5388,Medium,Tier 3,Supermarket Type2,1981.4208,14
8.51,Regular,Snack Foods,173.5422,Medium,Tier 1,Supermarket Type1,5000.8238,24
8.6,Regular,Breads,131.531,Medium,Tier 1,Supermarket Type1,2466.789,24
6.865,Low Fat,Soft Drinks,128.9652,Medium,Tier 3,Supermarket Type2,1679.1476,14
11.6,Regular,Dairy,238.3222,Small,Tier 1,Supermarket Type1,5736.5328,26
13.65,Low Fat,Frozen Foods,47.6402,Small,Tier 2,Supermarket Type1,459.402,19
5.175,Low Fat,Canned,86.9224,High,Tier 3,Supermarket Type1,255.6672,36
11.6,Regular,Dairy,239.4222,Medium,Tier 1,Supermarket Type1,3346.3108,24
19.1,Low Fat,Household,43.0796,Medium,Tier 3,Supermarket Type2,619.194,14
18.35,Low Fat,Household,223.5746,Medium,Tier 3,Supermarket Type2,3589.9936,14
13.5,Regular,Dairy,58.6562,Medium,Tier 3,Supermarket Type2,711.0744,14
9.5,Regular,Frozen Foods,231.3668,High,Tier 3,Supermarket Type1,5759.17,36
7.0,Low Fat,Canned,105.628,Medium,Tier 1,Supermarket Type1,1384.864,24
8.895,Low Fat,Household,113.3544,Medium,Tier 3,Supermarket Type2,1006.6896,14
7.485,Low Fat,Snack Foods,112.1228,Medium,Tier 1,Supermarket Type1,1215.7508,24
8.355,Low Fat,Baking Goods,93.0462,Small,Tier 2,Supermarket Type1,1110.5544,19
13.35,Low Fat,Meat,61.4194,Medium,Tier 1,Supermarket Type1,743.0328,24
19.7,Low Fat,Fruits and Vegetables,55.993,High,Tier 3,Supermarket Type1,905.488,36
6.865,Low Fat,Snack Foods,214.5218,High,Tier 3,Supermarket Type1,2778.3834,36
7.42,Low Fat,Snack Foods,247.1092,Small,Tier 2,Supermarket Type1,4233.1564,19
7.72,Low Fat,Fruits and Vegetables,121.744,Medium,Tier 3,Supermarket Type2,2277.036,14
17.5,Low Fat,Fruits and Vegetables,185.1266,Medium,Tier 1,Supermarket Type1,4795.0916,24
21.1,Regular,Fruits and Vegetables,62.9168,Small,Tier 2,Supermarket Type1,1086.5856,19
13.65,Low Fat,Fruits and Vegetables,150.005,Small,Tier 2,Supermarket Type1,2247.075,19
17.0,Low Fat,Frozen Foods,248.3434,Medium,Tier 3,Supermarket Type2,6208.585,14
17.85,Low Fat,Breads,196.9794,Medium,Tier 1,Supermarket Type1,1560.6352,24
14.5,Low Fat,Dairy,153.0998,Small,Tier 1,Supermarket Type1,4921.5936,26
15.1,Regular,Fruits and Vegetables,41.6796,Medium,Tier 1,Supermarket Type1,784.3124,24
8.895,Regular,Snack Foods,123.473,Small,Tier 2,Supermarket Type1,1478.076,19
10.8,Low Fat,Snack Foods,239.2222,Medium,Tier 1,Supermarket Type1,6692.6216,24
9.8,Low Fat,Others,192.1478,High,Tier 3,Supermarket Type1,2324.9736,36
17.75,Low Fat,Fruits and Vegetables,145.6444,Medium,Tier 1,Supermarket Type1,2467.4548,24
5.92,Regular,Soft Drinks,47.7692,Small,Tier 1,Supermarket Type1,492.692,26
14.15,Low Fat,Soft Drinks,172.3106,Small,Tier 2,Supermarket Type1,3251.1014,19
8.235,Low Fat,Health and Hygiene,182.195,Medium,Tier 3,Supermarket Type2,2380.235,14
20.85,Low Fat,Snack Foods,196.1452,Medium,Tier 1,Supermarket Type1,1565.9616,24
14.15,Low Fat,Household,195.011,Small,Tier 2,Supermarket Type1,1964.11,19
21.1,Regular,Breakfast,129.7994,Medium,Tier 3,Supermarket Type2,1284.994,14
12.6,Low Fat,Fruits and Vegetables,109.9228,Small,Tier 2,Supermarket Type1,663.1368,19
18.2,Regular,Fruits and Vegetables,250.2092,Medium,Tier 3,Supermarket Type2,2988.1104,14
12.35,Low Fat,Health and Hygiene,33.1216,Small,Tier 1,Supermarket Type1,519.324,26
7.31,Low Fat,Snack Foods,108.157,Small,Tier 2,Supermarket Type1,1098.57,19
9.195,Regular,Fruits and Vegetables,100.1016,High,Tier 3,Supermarket Type1,1619.2256,36
12.0,Low Fat,Canned,179.3976,High,Tier 3,Supermarket Type1,3440.8544,36
7.6,Regular,Starchy Foods,171.9448,Small,Tier 1,Supermarket Type1,3749.7856,26
11.5,Low Fat,Fruits and Vegetables,128.1652,Small,Tier 1,Supermarket Type1,2454.1388,26
20.25,Regular,Dairy,248.1092,Small,Tier 2,Supermarket Type1,4731.1748,19
17.7,Regular,Fruits and Vegetables,50.5034,High,Tier 3,Supermarket Type1,1458.102,36
16.7,Low Fat,Fruits and Vegetables,109.8912,High,Tier 3,Supermarket Type1,873.5296,36
7.075,Low Fat,Frozen Foods,95.7068,High,Tier 3,Supermarket Type1,583.2408,36
6.465,Low Fat,Canned,264.7884,Small,Tier 1,Supermarket Type1,3709.8376,26
6.055,Low Fat,Fruits and Vegetables,158.7578,Medium,Tier 1,Supermarket Type1,2085.9514,24
19.6,Low Fat,Household,88.7514,Medium,Tier 1,Supermarket Type1,2656.542,24
6.96,Low Fat,Soft Drinks,89.9146,Small,Tier 1,Supermarket Type1,1277.0044,26
17.1,Low Fat,Frozen Foods,148.8392,Medium,Tier 3,Supermarket Type2,2087.9488,14
7.565,Low Fat,Health and Hygiene,57.393,Small,Tier 2,Supermarket Type1,735.709,19
18.25,Low Fat,Frozen Foods,197.3452,Small,Tier 2,Supermarket Type1,2740.4328,19
10.0,Low Fat,Canned,264.6226,Medium,Tier 1,Supermarket Type1,4757.8068,24
14.8,Low Fat,Health and Hygiene,196.3794,High,Tier 3,Supermarket Type1,1950.794,36
12.3,Low Fat,Snack Foods,116.4834,Medium,Tier 3,Supermarket Type2,1842.9344,14
14.15,Low Fat,Canned,254.8014,Small,Tier 2,Supermarket Type1,2040.0112,19
20.2,Regular,Baking Goods,197.311,Medium,Tier 1,Supermarket Type1,3338.987,24
15.6,Low Fat,Frozen Foods,75.567,High,Tier 3,Supermarket Type1,1684.474,36
17.1,Low Fat,Fruits and Vegetables,111.9886,Small,Tier 1,Supermarket Type1,3002.0922,26
6.63,Regular,Baking Goods,166.15,Medium,Tier 1,Supermarket Type1,3828.35,24
15.0,Low Fat,Soft Drinks,65.4168,High,Tier 3,Supermarket Type1,1661.8368,36
11.85,Regular,Baking Goods,51.2666,Small,Tier 2,Supermarket Type1,410.1328,19
19.7,Low Fat,Snack Foods,174.837,Small,Tier 2,Supermarket Type1,2999.429,19
19.5,Low Fat,Household,53.7614,Medium,Tier 1,Supermarket Type1,1436.7964,24
9.0,Low Fat,Frozen Foods,216.2534,Small,Tier 2,Supermarket Type1,4301.068,19
20.2,Low Fat,Household,123.5046,High,Tier 3,Supermarket Type1,2739.1012,36
14.75,Low Fat,Health and Hygiene,238.6906,High,Tier 3,Supermarket Type1,4278.4308,36
8.39,Regular,Frozen Foods,114.0176,Medium,Tier 3,Supermarket Type2,1488.7288,14
13.65,Low Fat,Snack Foods,184.4924,High,Tier 3,Supermarket Type1,9069.5276,36
8.05,Regular,Fruits and Vegetables,257.1646,Medium,Tier 1,Supermarket Type1,6183.9504,24
5.735,Low Fat,Fruits and Vegetables,176.337,Small,Tier 1,Supermarket Type1,1764.37,26
13.5,Low Fat,Baking Goods,88.054,High,Tier 3,Supermarket Type1,1211.756,36
12.0,Regular,Meat,98.6042,Small,Tier 1,Supermarket Type1,1091.2462,26
19.1,Low Fat,Household,174.0422,Small,Tier 1,Supermarket Type1,1724.422,26
12.85,Low Fat,Frozen Foods,45.906,High,Tier 3,Supermarket Type1,885.514,36
13.6,Regular,Dairy,231.23,High,Tier 3,Supermarket Type1,2330.3,36
12.8,Regular,Meat,223.5404,Small,Tier 2,Supermarket Type1,5626.01,19
8.3,Regular,Dairy,87.7198,Small,Tier 1,Supermarket Type1,1569.9564,26
14.85,Regular,Snack Foods,157.463,High,Tier 3,Supermarket Type1,2503.408,36
20.1,Regular,Fruits and Vegetables,226.3036,Small,Tier 1,Supermarket Type1,910.8144,26
8.935,Low Fat,Frozen Foods,54.9298,Medium,Tier 1,Supermarket Type1,1348.245,24
11.6,Regular,Dairy,240.6222,High,Tier 3,Supermarket Type1,2868.2664,36
12.35,Low Fat,Health and Hygiene,36.2216,Medium,Tier 3,Supermarket Type2,346.216,14
18.6,Low Fat,Others,56.2588,Small,Tier 1,Supermarket Type1,1030.6584,26
8.785,Low Fat,Fruits and Vegetables,120.9414,Small,Tier 2,Supermarket Type1,1949.4624,19
8.88,Low Fat,Household,210.727,Small,Tier 2,Supermarket Type1,4194.54,19
12.1,Low Fat,Snack Foods,149.5734,Medium,Tier 3,Supermarket Type2,2227.101,14
15.1,Regular,Fruits and Vegetables,62.3194,Medium,Tier 1,Supermarket Type1,495.3552,24
9.6,Low Fat,Health and Hygiene,189.2214,Medium,Tier 1,Supermarket Type1,3956.8494,24
9.395,Low Fat,Snack Foods,235.8932,Small,Tier 1,Supermarket Type1,942.7728,26
16.0,Low Fat,Household,214.0902,Medium,Tier 1,Supermarket Type1,1486.7314,24
8.75,Regular,Fruits and Vegetables,187.4556,Small,Tier 2,Supermarket Type1,3755.112,19
20.7,Low Fat,Canned,184.1266,Medium,Tier 3,Supermarket Type2,1659.8394,14
4.88,Regular,Baking Goods,53.1298,Small,Tier 2,Supermarket Type1,808.947,19
12.0,Low Fat,Baking Goods,124.5388,Medium,Tier 3,Supermarket Type2,1733.7432,14
16.5,Low Fat,Household,180.9318,High,Tier 3,Supermarket Type1,3247.7724,36
12.85,Low Fat,Health and Hygiene,185.1608,Medium,Tier 1,Supermarket Type1,2388.8904,24
18.0,Low Fat,Baking Goods,78.5618,High,Tier 3,Supermarket Type1,402.809,36
9.8,Regular,Baking Goods,36.8874,Medium,Tier 1,Supermarket Type1,564.5984,24
6.765,Regular,Frozen Foods,105.5306,High,Tier 3,Supermarket Type1,1567.959,36
6.3,Low Fat,Canned,207.927,Medium,Tier 1,Supermarket Type1,2097.27,24
20.35,Low Fat,Snack Foods,117.3466,Medium,Tier 3,Supermarket Type2,824.9262,14
13.5,Regular,Snack Foods,81.396,High,Tier 3,Supermarket Type1,1198.44,36
6.55,Regular,Breads,158.8288,Medium,Tier 3,Supermarket Type2,4399.6064,14
18.2,Regular,Baking Goods,241.2196,Small,Tier 2,Supermarket Type1,6507.5292,19
13.15,Regular,Snack Foods,86.3856,Medium,Tier 3,Supermarket Type2,615.1992,14
17.6,Low Fat,Health and Hygiene,234.659,Small,Tier 1,Supermarket Type1,8508.924,26
7.365,Low Fat,Fruits and Vegetables,227.072,Medium,Tier 1,Supermarket Type1,4074.696,24
17.6,Low Fat,Meat,154.4314,Medium,Tier 1,Supermarket Type1,2326.971,24
9.5,Regular,Canned,79.596,Small,Tier 1,Supermarket Type1,1038.648,26
7.725,Low Fat,Canned,248.3092,High,Tier 3,Supermarket Type1,6474.2392,36
10.6,Low Fat,Health and Hygiene,84.4224,High,Tier 3,Supermarket Type1,852.224,36
6.36,Low Fat,Fruits and Vegetables,45.406,High,Tier 3,Supermarket Type1,1118.544,36
18.6,Low Fat,Snack Foods,152.1366,Small,Tier 1,Supermarket Type1,1813.6392,26
19.85,Regular,Snack Foods,62.0194,Medium,Tier 3,Supermarket Type2,619.194,14
12.35,Regular,Baking Goods,78.6328,Medium,Tier 3,Supermarket Type2,1004.0264,14
9.3,Low Fat,Dairy,249.6092,Medium,Tier 3,Supermarket Type2,5976.2208,14
15.7,Regular,Frozen Foods,124.1046,Small,Tier 1,Supermarket Type1,1120.5414,26
